key,tagNumber,name,description,area,facility,system,parentTag,classId,className,tagDiscipline,project,labels,classViewExtId,cfihosTagClassCode,avejaTagStatus,useProjectStatus,purchaseOrderNo,originatingContractor,dateInstalled,updatedDate
23-HV-92528-03,23-HV-92528-03,23-HV-92528-03,VRD - PH 1STSTGSUCTSCRB PSV OUTLET,23,Valhall PH,,23-PSV-92528,4418,,HV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/06/2017 12:42
23-TE-96104-04,23-TE-96104-04,23-TE-96104-04,VRD - PH 1STSTG COMP THRUST BRG OUT,23,Valhall PH,,23-KA-9101,4564,,TE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
23-FIC-92543-02,23-FIC-92543-02,23-FIC-92543-02,SOFT TAG VRD - PH 1STSTGCMP ANTSRG ACTCTRLMOD,23,Valhall PH,,23-FV-92543,11275,,FIC,VRD,tag,Tag,,Active,N,,,16/05/2013 11:50,09/10/2015 11:56
23-TAH-96113-03,23-TAH-96113-03,23-TAH-96113-03,VRD - PH 1STSTGGEAR 2 JOURNBRG NDE : TEMPERATURE ALARM HIGH,23,Valhall PH,,23-TE-96113-03,11405,,TAH,VRD,tag,Tag,,Active,N,8309,,23/04/2013 10:10,06/10/2015 12:28
23-PV-96153,23-PV-96153,23-PV-96153,VRD - PH 1STSTG COMP INNER SEAL,23,Valhall PH,,23-1ST STAGE COMP DRY GAS SEAL SYS-PH,11521,,PV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,12/01/2017 13:06
45-HV-92613-03,45-HV-92613-03,45-HV-92613-03,VRD - PH 1STSTGDISCCOOL CM PSV OUT,45,Valhall PH,,45-PSV-92613,4418,,HV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/06/2017 12:39
23-PCV-96163,23-PCV-96163,23-PCV-96163,VRD - PH 1STSTG COMP DRY GAS SEAL SYSTEM,23,Valhall PH,,23-1ST STAGE COMP DRY GAS SEAL SYS-PH,4494,,PCV,VRD,tag,Tag,,Active,N,,,17/10/2012 12:20,08/10/2015 08:48
23-TE-96114-01,23-TE-96114-01,23-TE-96114-01,VRD - PH 1STSTGGEAR 2 JOURNBRG DE,23,Valhall PH,,23-DB-9101,4564,,TE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
23-2ND STAGE COMP DRY GAS SEAL SYS-PH,23-2ND STAGE COMP DRY GAS SEAL SYS-PH,23-2ND STAGE COMP DRY GAS SEAL SYS-PH,2ND STAGE COMP DRY GAS SEAL SYS ON PH,23,Valhall PH,,23-XX-9114,6593,,,VRD,tag,Tag,,Active,N,,,13/12/2012 13:02,11/12/2013 14:35
23-TI-96113-03,23-TI-96113-03,23-TI-96113-03,SOFT TAG VRD - PH 1STSTGGEAR 2 JOURNBRG NDE,23,Valhall PH,,23-TE-96113-03,11275,,TI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:16,09/10/2015 11:56
23-XY-92538-01,23-XY-92538-01,23-XY-92538-01,VRD PH,23,Valhall PH,,23-PV-92538,6213,,XY,VRD,tag,Tag,,Inactive,N,,,13/12/2012 14:17,26/09/2014 12:52
23-ZT-92538,23-ZT-92538,23-ZT-92538,VRD - PH 1STSTGCOMP SUCTION STV,23,Valhall PH,,23-PV-92538,4649,,ZT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-FE-9122-S01,23-FE-9122-S01,23-FE-9122-S01,VRD -,23,Valhall PH,,23-FE-9122,4379,,FE,VRD,tag,Tag,,Inactive,N,,,05/04/2011 09:52,09/12/2013 12:53
48-XV-96960-01,48-XV-96960-01,48-XV-96960-01,VRD - PH STG1 COMP WTR MIST N2 RLS,48,Valhall PH,,48-XV-96960,4231,,XV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,08/10/2015 08:48
23-YAH-96123,23-YAH-96123,23-YAH-96123,VRD - PH 1STSTG GEAR CASE NDE : VIBRATION ALARM HIGH,23,Valhall PH,,23-YT-96123,11405,,YAH,VRD,tag,Tag,,Active,N,8309,,23/04/2013 10:10,06/10/2015 12:28
23-FE-9106B,23-FE-9106B,23-FE-9106B,VRD - 1ST STAGE COMPRESSOR LUBE OIL HEATER,23,Valhall PH,,23-TX-9103,6255,,FE,VRD,tag,Tag,,Inactive,N,,,22/09/2010 17:10,27/01/2014 13:42
23-PDT-92502,23-PDT-92502,23-PDT-92502,VRD - PH 1STSTGSUCTCOOL TUBES,23,Valhall PH,,23-HA-9103,4507,,PDT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-PV-96130,23-PV-96130,23-PV-96130,VRD - PH 1ST STG COMP PURGE UNIT,23,Valhall PH,,23-CX-9101,4526,,PV,VRD,tag,Tag,,Active,N,,,05/04/2013 15:12,08/10/2015 08:48
23-FO-96170,23-FO-96170,23-FO-96170,VRD - PH 1STSTG SEAL GAS SUPP,23,Valhall PH,,23-FE-9122,4390,,FO,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-TI-92536,23-TI-92536,23-TI-92536,SOFT TAG VRD - PH 1STSTGCOMP DISCHARGE,23,Valhall PH,,23-TT-92536,11275,,TI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:15,09/10/2015 11:56
23-PCV-96164,23-PCV-96164,23-PCV-96164,VRD - PH 1STSTG PRESSBOOSTERAIRSUPP,23,Valhall PH,,23-KB-9103,4494,,PCV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,17/01/2017 09:13
23-HV-96191-03,23-HV-96191-03,23-HV-96191-03,VRD - PH 1STSTGLUBEOIL PSV OUT,23,Valhall PH,,23-PSV-96191,4418,,HV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-EZSH-92521,23-EZSH-92521,23-EZSH-92521,VRD - PH 1STSTGSUCTSCRUB LIQ OUT,23,Valhall PH,,23-ESDV-92521,4643,,EZSH,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,14/08/2015 14:36
23-EXY-92521-04,23-EXY-92521-04,23-EXY-92521-04,VRD - PH 1STSTGSUCTSCRUB LIQ OUT,23,Valhall PH,,23-ESDV-92521,6195,,EXY,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/01/2017 08:31
45-TI-92508,45-TI-92508,45-TI-92508,SOFT TAG VRD - PH 1STSTGSUCTCLR COOLMED OUT,45,Valhall PH,,45-TT-92508,11275,,TI,VRD,tag,Tag,,Active,N,,,16/05/2013 11:50,09/10/2015 11:56
23-LAHH-96138,23-LAHH-96138,23-LAHH-96138,SOFT TAG VRD - PH 1STSTGCOMP MTR COOLING WTR,23,Valhall PH,,23-LSHH-96138,11275,,LAHH,VRD,tag,Tag,,Active,N,,,23/04/2013 10:10,09/10/2015 11:56
23-TE-96101-02,23-TE-96101-02,23-TE-96101-02,VRD - PH 1STSTG COMPR JOURN BRG DE,23,Valhall PH,,23-KA-9101,4564,,TE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
48-XY-96966B,48-XY-96966B,48-XY-96966B,VRD - PH STG1 COMPENCL AIR IN DAMPER,48,Valhall PH,,23-1ST STAGE COMP ENCLOSURE-PH,6213,,XY,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,14/08/2015 14:36
23-CX-9101,23-CX-9101,23-CX-9101,VRD - 1ST STAGE COMPRESSOR PURGE UNIT,23,Valhall PH,,23-1ST STAGE COMPRESSOR-PH,6238,,CX,VRD,tag,Tag,,Active,N,,,05/04/2013 15:12,08/10/2015 15:05
23-XV-92748-J01,23-XV-92748-J01,23-XV-92748-J01,"CONTROL VALVE, JUNCTION BOX",23,Valhall PH,,23-XV-92748,6210,,XV,VRD,tag,Tag,,Inactive,N,,,08/08/2016 12:58,19/10/2016 07:45
23-TE-96147,23-TE-96147,23-TE-96147,VRD - COMPRESSOR SEAL GAS HEATER TEMPERATURE,23,Valhall PH,,23-FE-9122,4564,,TE,VRD,tag,Tag,,Inactive,N,,,22/09/2010 17:10,08/10/2015 10:03
23-ZE-96107-03,23-ZE-96107-03,23-ZE-96107-03,VRD - PH 1STSTGCOMP SHAFT AXIAL POS,23,Valhall PH,,23-KA-9101,4634,,ZE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
23-HA-9107B,23-HA-9107B,23-HA-9107B,VRD - 1ST STAGE COMPRESSOR LUBE OIL COOLER B,23,Valhall PH,,23-1ST STAGE COMP LUBE OIL SYS-PH,4757,,HA,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,02/12/2015 14:03
23-TAH-96136-08,23-TAH-96136-08,23-TAH-96136-08,VRD - PH 1STSTG MOTOR WINDINGS W : TEMPERATURE ALARM HIGH,23,Valhall PH,,23-TE-96136-08,11405,,TAH,VRD,tag,Tag,,Active,N,8309,,23/04/2013 10:10,06/10/2015 12:28
48-PSV-96963,48-PSV-96963,48-PSV-96963,VRD - PH WATERMIST SYS N2 CYL STAGE1,48,Valhall PH,,48-TB-9159,11517,,PSV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,15/12/2016 13:54
23-EC-9102,23-EC-9102,23-EC-9102,VRD - 1ST STAGE COMPPRESSOR ENCLOSURE COALESCER FILTER PANEL,23,Valhall PH,,23-1ST STAGE COMP ENCLOSURE-PH,6245,,EC,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,08/10/2015 15:05
45-PDI-92606,45-PDI-92606,45-PDI-92606,SOFT TAG VRD - PH 1STSTGDISCCOOL CM,45,Valhall PH,,45-PDT-92606,11275,,PDI,VRD,tag,Tag,,Active,N,,,16/05/2013 11:50,09/10/2015 11:56
230900,230900,230900,GAS COMPRESSION AND RE-INJECTION ON PH,,Valhall PH,,VAL-PH,6593,,,VRD,tag,Tag,,Active,N,,,13/12/2012 10:07,11/12/2013 14:35
23-PDI-92530,23-PDI-92530,23-PDI-92530,SOFT TAG VRD - PH 1STSTGCOMP SUCT STR,23,Valhall PH,,23-PDT-92530,11275,,PDI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:13,09/10/2015 11:56
23-TAL-96168,23-TAL-96168,23-TAL-96168,SOFT TAG VRD - PH 1STSTG COMP INNER SEAL,23,Valhall PH,,23-TT-96168,11275,,TAL,VRD,tag,Tag,,Inactive,N,,,16/05/2013 11:50,09/10/2015 11:56
23-PT-92536,23-PT-92536,23-PT-92536,VRD - PH 1STSTGCOMP DISCHARGE,23,Valhall PH,,23-1ST STAGE COMPRESSOR-PH,4525,,PT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/01/2017 08:31
23-TAHH-96197,23-TAHH-96197,23-TAHH-96197,VRD - PH 1STSTGCOMP LO RES HTR : TEMPERATURE ALARM HIGH HIGH,23,Valhall PH,,23-TSHH-96197,11405,,TAHH,VRD,tag,Tag,,Active,N,8309,,23/04/2013 10:10,06/10/2015 12:28
23-HS-92551A-05,23-HS-92551A-05,23-HS-92551A-05,VRD - PH 1STSTGDISCHCLR GAS OUT,23,Valhall PH,,23-ESDV-92551A,4414,,HS,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
48-ZSH-96966A,48-ZSH-96966A,48-ZSH-96966A,VRD - PH STG1 COMPENCL AIROUT DAMPER,48,Valhall PH,,48-XY-96966A,4643,,ZSH,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,14/08/2015 14:36
23-GK-9107A-M01-14,23-GK-9107A-M01-14,23-GK-9107A-M01-14,VRD - PH 1ST STG COMP ENCL CLGUNIT A,23,Valhall PH,,23-GK-9107A-M01,6178,,GK,VRD,tag,Tag,,Active,N,,,09/05/2012 17:16,09/10/2015 11:56
23-PDT-96167,23-PDT-96167,23-PDT-96167,VRD - PH 1STSTG COMPR BAL PISTON LEAK,23,Valhall PH,,23-1ST STAGE COMP DRY GAS SEAL SYS-PH,4400,,PDT,VRD,tag,Tag,,Active,N,,,09/05/2012 17:16,09/12/2013 12:53
23-LI-96182-03,23-LI-96182-03,23-LI-96182-03,SOFT TAG VRD - PH 1STSTG COMP LO RES,23,Valhall PH,,23-TX-9103,11275,,LI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:13,09/10/2015 11:56
23-TAH-96116-01,23-TAH-96116-01,23-TAH-96116-01,VRD - PH 1STSTGGEAR THRUST BRG OUT : TEMPERATURE ALARM HIGH,23,Valhall PH,,23-TE-96116-01,11405,,TAH,VRD,tag,Tag,,Active,N,8309,,06/10/2015 12:18,06/10/2015 13:14
23-PT-92531-01,23-PT-92531-01,23-PT-92531-01,SOFT TAG VRD - PH 1STSTGCOMP SUCTION,23,Valhall PH,,23-PT-92531,11275,,PT,VRD,tag,Tag,,Active,N,,,23/04/2013 10:10,09/10/2015 11:56
23-PT-92523,23-PT-92523,23-PT-92523,VRD - PH 1STSTGSUCTSCRUBBER,23,Valhall PH,,23-VG-9101,4525,,PT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/01/2017 08:31
23-YE-96105-01,23-YE-96105-01,23-YE-96105-01,VRD - PH 1STSTG COMP JOURN BRG DE,23,Valhall PH,,23-KA-9101,4621,,YE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
48-PAL-96961,48-PAL-96961,48-PAL-96961,VRD - PH STG1 COMPENCL WTR MIST CYL1 : PRESSURE ALARM LOW,48,Valhall PH,,48-PT-96961,11405,,PAL,VRD,tag,Tag,,Active,N,8309,,16/05/2013 11:50,06/10/2015 12:28
23-TT-92532,23-TT-92532,23-TT-92532,VRD - PH 1STSTGCOMP SUCTION,23,Valhall PH,,23-1ST STAGE COMPRESSOR-PH,4580,,TT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-TI-92532,23-TI-92532,23-TI-92532,SOFT TAG VRD - PH 1STSTGCOMP SUCTION,23,Valhall PH,,23-TT-92532,11275,,TI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:15,09/10/2015 11:56
23-XE-96124,23-XE-96124,23-XE-96124,VRD - PH 1STSTGGEARSHAFT1JOURNBRGDE,23,Valhall PH,,23-DB-9101,4621,,XE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
23-PIC-92538-03,23-PIC-92538-03,23-PIC-92538-03,SOFT TAG VRD - PH 1STSTGCOMP SUCTION STV,23,Valhall PH,,23-PV-92538,11275,,PIC,VRD,tag,Tag,,Active,N,,,16/05/2013 11:50,09/10/2015 11:56
23-XA-92543-08,23-XA-92543-08,23-XA-92543-08,SOFT TAG VRD - PH 1STSTG CCC GENERAL ALARM,23,Valhall PH,,23-FS-92543-08,11275,,XA,VRD,tag,Tag,,Active,N,,,23/04/2013 10:10,09/10/2015 11:56
23-HV-96189-01,23-HV-96189-01,23-HV-96189-01,VRD - PH 1STSTGLUBEOIL PSV IN,23,Valhall PH,,23-PSV-96189,4418,,HV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-FIC-92543-01,23-FIC-92543-01,23-FIC-92543-01,SOFT TAG VRD - PH 1STSTGCMP ANTSRG CNTLR OP,23,Valhall PH,,23-FV-92543,11275,,FIC,VRD,tag,Tag,,Active,N,,,16/05/2013 11:50,09/10/2015 11:56
23-PALL-96160-01,23-PALL-96160-01,23-PALL-96160-01,VRD - PH 1STSTG COMP SEPAR GAS : PRESSURE ALARM LOW LOW,23,Valhall PH,,23-PT-96160-01,11405,,PALL,VRD,tag,Tag,,Active,N,8309,,06/10/2015 12:18,06/10/2015 13:14
23-TT-96168,23-TT-96168,23-TT-96168,VRD - PH 1STSTG COMP INNER SEAL,23,Valhall PH,,23-1ST STAGE COMP DRY GAS SEAL SYS-PH,4588,,TT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,15/12/2014 13:36
48-PSE-96962,48-PSE-96962,48-PSE-96962,VRD - PH STG1 COMP ENCL WTR MIST AIR CYL,48,Valhall PH,,48-SU-9106,4518,,PSE,VRD,tag,Tag,,Active,N,,,17/10/2012 12:20,17/12/2015 08:32
23-TI-92603,23-TI-92603,23-TI-92603,SOFT TAG VRD - PH 1STSTGDISCCOOL GAS OUT,23,Valhall PH,,23-TT-92603,11275,,TI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:15,09/10/2015 11:56
23-KA-9101-ASP,23-KA-9101-ASP,23-KA-9101-ASP,VRD - PH 1ST STAGE ACTSHAFT POWER,23,Valhall PH,,23-KA-9101,6284,,KA,VRD,tag,Tag,,Active,N,,,31/08/2009 19:25,08/10/2015 15:05
45-TT-92607A,45-TT-92607A,45-TT-92607A,VRD - PH 1STSTGDISCCLR COOLMED OUT,45,Valhall PH,,23-HA-9115,4580,,TT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-TT-92604,23-TT-92604,23-TT-92604,VRD - PH 1STSTGDISCCOOL COOLMED IN,23,Valhall PH,,23-TV-92604B,4580,,TT,VRD,tag,Tag,,Inactive,N,8309,,26/06/2009 15:36,26/01/2017 08:31
23-TT-96181-01,23-TT-96181-01,23-TT-96181-01,VRD - PH 1STSTG COMP LO HEADER,23,Valhall PH,,23-TE-96181-01,4580,,TT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/01/2017 08:31
23-VA-9110-M01,23-VA-9110-M01,23-VA-9110-M01,VRD - 1ST STAGE COMPRESSOR OIL SEPARATOR W/ FAN,23,Valhall PH,,23-VA-9110,4280,,VA,VRD,tag,Tag,,Active,N,8718,,26/06/2009 15:36,09/10/2015 11:56
23-FC-92542,23-FC-92542,23-FC-92542,SOFT TAG VRD - PH 1STSTGCOMP HOT GAS BP,23,Valhall PH,,23-FV-92542,11275,,FC,VRD,tag,Tag,,Active,N,,,13/12/2012 14:13,09/10/2015 11:56
23-YAHH-96118-02,23-YAHH-96118-02,23-YAHH-96118-02,VRD - PH 1STSTGGEAR 1 JOURNBRG NDE : VIBRATION ALARM HIGH HIGH,23,Valhall PH,,23-YT-96118-02,11405,,YAHH,VRD,tag,Tag,,Active,N,8309,,16/05/2013 11:50,06/10/2015 12:28
23-ZE-96121-02,23-ZE-96121-02,23-ZE-96121-02,VRD - PH 1STSTGGEAR SHAFT AXIAL POS,23,Valhall PH,,23-DB-9101,4634,,ZE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
23-YT-96118-01,23-YT-96118-01,23-YT-96118-01,VRD - PH 1STSTGGEAR 1 JOURNBRG NDE,23,Valhall PH,,23-YE-96118-01,4627,,YT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
60-EN-9010A+24B1,60-EN-9010A+24B1,60-EN-9010A+24B1,VRD - 1ST STAGE COMPRESSOR LUBE OIL HEATER,60,Valhall PH,,23-FE-9106,6185,,EN,VRD,tag,Tag,,Active,N,,,28/05/2013 11:16,25/07/2017 10:12
23-PDT-96146,23-PDT-96146,23-PDT-96146,VRD - PH 1STSTG SEAL GAS FILTER,23,Valhall PH,,23-CB-9104A,4507,,PDT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-PAH-92532,23-PAH-92532,23-PAH-92532,VRD - PH 1STSTGCOMP SUCTION : PRESSURE ALARM HIGH,23,Valhall PH,,23-PT-92532,11405,,PAH,VRD,tag,Tag,,Active,N,8309,,16/05/2013 11:50,06/10/2015 12:28
45-PT-92609,45-PT-92609,45-PT-92609,VRD - PH 1STSTGDISCCOOL CM OUT,45,Valhall PH,,23-HA-9115,4525,,PT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/01/2017 08:31
23-TV-92504,23-TV-92504,23-TV-92504,VRD - PH 1STSTGSUCTCOOL CM IN,23,Valhall PH,,23-HA-9103,11523,,TV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,05/05/2017 09:41
23-NXO-96142,23-NXO-96142,23-NXO-96142,VRD - PH 1ST STAGE COMP CMS TRIP,23,Valhall PH,,23-NXI-96142,9208,,NXO,VRD,tag,Tag,,Active,N,,,09/05/2012 17:16,09/12/2013 12:53
23-EPV-92501B,23-EPV-92501B,23-EPV-92501B,VRD - PH 1STSTGSUCTCLR GAS IN EQUAL,23,Valhall PH,,23-ESDV-92501B,11517,,EPV,VRD,tag,Tag,,Active,N,,,09/05/2012 17:17,10/11/2016 18:02
60-EN-9010B+27G2,60-EN-9010B+27G2,60-EN-9010B+27G2,VRD - 1ST STAGE COMPRESSOR OIL SEPERATOR W/FAN,60,Valhall PH,,23-VA-9110-M01,6185,,EN,VRD,tag,Tag,,Active,N,,,28/05/2013 11:16,08/10/2015 11:47
23-FG-96106-02,23-FG-96106-02,23-FG-96106-02,VRD - PH 1STSTG LUBE OIL RET,23,Valhall PH,,23-1ST STAGE COMP LUBE OIL SYS-PH,4381,,FG,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-PSV-96173,23-PSV-96173,23-PSV-96173,VRD - PH 1STSTG COMP INNER LEAKAGE,23,Valhall PH,,23-1ST STAGE COMP DRY GAS SEAL SYS-PH,11517,,PSV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,04/01/2017 09:22
23-TI-96103,23-TI-96103,23-TI-96103,SOFT TAG VRD - PH 1STSTG COMP THRUST BRG IN,23,Valhall PH,,23-FG-96103,11275,,TI,VRD,tag,Tag,,Active,N,,,16/05/2013 11:50,09/10/2015 11:56
23-LAL-96182-02,23-LAL-96182-02,23-LAL-96182-02,VRD - PH 1STSTG COMP LO RES : LEVEL ALARM LOW,23,Valhall PH,,23-LT-96182-02,11405,,LAL,VRD,tag,Tag,,Active,N,8309,,06/10/2015 12:18,06/10/2015 13:14
23-TI-96131-02,23-TI-96131-02,23-TI-96131-02,SOFT TAG VRD - PH 1STSTG MOTOR JOURN BRG NDE,23,Valhall PH,,23-TE-96131-02,11275,,TI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:16,09/10/2015 11:56
23-TAH-96102-01,23-TAH-96102-01,23-TAH-96102-01,VRD - PH 1STSTG COMPR JOURN BRG NDE : TEMPERATURE ALARM HIGH,23,Valhall PH,,23-TE-96102-01,11405,,TAH,VRD,tag,Tag,,Active,N,8309,,23/04/2013 10:10,06/10/2015 12:28
23-PAHH-96149-01,23-PAHH-96149-01,23-PAHH-96149-01,VRD - PH 1STSTG COMP INNER SEAL DE : PRESSURE ALARM HIGH HIGH,23,Valhall PH,,23-PT-96149-01,11405,,PAHH,VRD,tag,Tag,,Active,N,8309,,06/10/2015 12:18,06/10/2015 13:14
23-FO-96195,23-FO-96195,23-FO-96195,VRD - PH 1STSTG LUBE OIL COOLER,23,Valhall PH,,23-HA-9107A,4390,,FO,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-PY-92538,23-PY-92538,23-PY-92538,VRD - PH 1STSTGCOMP SUCTION STV,23,Valhall PH,,23-PV-92538,6212,,PY,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
23-PT-96150-02,23-PT-96150-02,23-PT-96150-02,VRD - PH 1STSTG COMP INNER SEAL NDE,23,Valhall PH,,23-1ST STAGE COMP DRY GAS SEAL SYS-PH,4525,,PT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/01/2017 08:31
23-FIC-92543-10,23-FIC-92543-10,23-FIC-92543-10,SOFT TAG VRD - PH 1STSTGCM CCC MAN TARGANTSRG,23,Valhall PH,,23-FV-92543,11275,,FIC,VRD,tag,Tag,,Active,N,,,16/05/2013 11:50,09/10/2015 11:56
23-LAH-96182-01,23-LAH-96182-01,23-LAH-96182-01,VRD - PH 1STSTG COMP LO RES : LEVEL ALARM HIGH,23,Valhall PH,,23-LT-96182-01,11405,,LAH,VRD,tag,Tag,,Active,N,8309,,06/10/2015 12:18,06/10/2015 13:14
23-PT-96149-01,23-PT-96149-01,23-PT-96149-01,VRD - PH 1STSTG COMP INNER SEAL DE,23,Valhall PH,,23-1ST STAGE COMP DRY GAS SEAL SYS-PH,4525,,PT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/01/2017 08:31
23-1ST STAGE COMPRESSOR-PH,23-1ST STAGE COMPRESSOR-PH,23-1ST STAGE COMPRESSOR-PH,1ST STAGE COMPRESSOR ON PH,23,Valhall PH,,23-1ST STAGE COMPRESSION-PH,6593,,,VRD,tag,Tag,,Active,N,,,13/12/2012 10:17,11/12/2013 14:35
23-FE-9122-39,23-FE-9122-39,23-FE-9122-39,VRD - PH 1STSTGCOMP SEAL GAS HTR ON,23,Valhall PH,,23-FE-9122,6177,,FE,VRD,tag,Tag,,Active,N,,,09/05/2012 17:16,09/10/2015 11:56
23-TAL-96183,23-TAL-96183,23-TAL-96183,VRD - PH 1STSTG COMP OIL TANK HEATER : TEMPERATURE ALARM LOW,23,Valhall PH,,23-TT-96183,11405,,TAL,VRD,tag,Tag,,Active,N,8309,,16/05/2013 11:50,06/10/2015 12:28
45-TT-92506,45-TT-92506,45-TT-92506,VRD - PH 1STSTGSUCTCLR COOLMED SPLY,45,Valhall PH,,23-HA-9103,4580,,TT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-YT-96120-02,23-YT-96120-02,23-YT-96120-02,VRD - PH 1STSTGGEAR 2 JOURNBRG DE,23,Valhall PH,,23-YE-96120-02,4627,,YT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/01/2017 08:31
23-ZAHH-96121-03,23-ZAHH-96121-03,23-ZAHH-96121-03,VRD - PH 1STSTGGEAR SHAFT AXIAL POS : POSITION ALARM HIGH HIGH,23,Valhall PH,,23-ZT-96121-03,11405,,ZAHH,VRD,tag,Tag,,Active,N,8309,,06/10/2015 12:18,06/10/2015 13:14
23-KA-9101-M01-59,23-KA-9101-M01-59,23-KA-9101-M01-59,VRD - PH HV SWGR 1STSTG COMP MTR,23,Valhall PH,,23-KA-9101-M01,4628,,KA,VRD,tag,Tag,,Active,N,,,17/10/2012 12:20,09/12/2013 12:53
23-ZAH-96121-01,23-ZAH-96121-01,23-ZAH-96121-01,VRD - PH 1STSTGGEAR SHAFT AXIAL POS : POSITION ALARM HIGH,23,Valhall PH,,23-ZT-96121-01,11405,,ZAH,VRD,tag,Tag,,Active,N,8309,,06/10/2015 12:18,06/10/2015 13:14
45-HV-92509,45-HV-92509,45-HV-92509,VRD - PH 1STSTGSUCTCOOL COOLMED OUT,45,Valhall PH,,23-HA-9103,4418,,HV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-PDAH-96155,23-PDAH-96155,23-PDAH-96155,VRD - PH 1STSTGCOMP SEAL BUFGAS FLTR : PRESSURE DIFFERENTIAL ALARM HIGH,23,Valhall PH,,23-PDT-96155,11405,,PDAH,VRD,tag,Tag,,Active,N,8309,,23/04/2013 10:10,06/10/2015 12:28
23-PC-9109,23-PC-9109,23-PC-9109,VRD - 1ST STAGE COMPPRESSOR AUXILIARY LUBE OIL PUMP,23,Valhall PH,,23-TX-9103,6300,,PC,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,08/10/2015 15:05
23-PSV-96189,23-PSV-96189,23-PSV-96189,VRD - PH 1STSTG COMP STANDBYOILPUMP,23,Valhall PH,,23-TX-9103,11517,,PSV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,15/12/2016 12:35
